gene_id,start,end,seqnames,strand
ENSG00000136010.13,105019790,105084458,chr12,-
ENSG00000136108.14,52455439,52476349,chr13,+
ENSG00000136114.15,52377167,52406128,chr13,-
ENSG00000136213.9,2403560,2434061,chr7,+
ENSG00000136231.13,23310209,23470455,chr7,-
ENSG00000136235.15,23246774,23275108,chr7,+
ENSG00000136240.9,6462717,6484190,chr7,-
ENSG00000136243.16,23182049,23201011,chr7,+
ENSG00000136270.13,45100101,45111714,chr7,-
ENSG00000136271.10,44565804,44574002,chr7,-
ENSG00000136280.15,45000249,45076469,chr7,+
ENSG00000136286.14,44962662,44979098,chr7,-
ENSG00000136295.14,2631951,2662357,chr7,+
ENSG00000136305.11,24305187,24311430,chr14,-
ENSG00000136319.11,20289131,20305960,chr14,-
ENSG00000136327.6,36580579,36582607,chr14,-
ENSG00000103740.9,78170854,78234574,chr15,-
ENSG00000136379.11,80695311,80755621,chr15,+
ENSG00000136425.12,78104649,78131271,chr15,-
ENSG00000136436.14,48831035,48863862,chr17,+
ENSG00000136444.9,50478860,50485975,chr17,+
ENSG00000136448.11,45061306,45105986,chr17,+
ENSG00000136463.7,63600882,63608364,chr17,+
ENSG00000136490.8,63697816,63700113,chr17,-
ENSG00000136492.8,61681266,61863521,chr17,-
ENSG00000136514.2,187368332,187371584,chr3,+
ENSG00000136522.13,179588831,179604654,chr3,-
ENSG00000136536.14,159712507,159768583,chr2,+
ENSG00000241399.6,159771851,159798255,chr2,-
ENSG00000136542.8,157257598,157311396,chr2,+
ENSG00000136573.12,11494390,11564599,chr8,+
ENSG00000136603.13,170357715,170393162,chr3,+
ENSG00000136636.12,215567392,215621807,chr1,+
ENSG00000136682.14,113437822,113496189,chr2,+
ENSG00000136698.8,130592766,130599550,chr2,-
ENSG00000136717.14,127048027,127107001,chr2,-
ENSG00000136720.6,128265480,128318577,chr2,-
ENSG00000136731.12,128091200,128191428,chr2,+
ENSG00000136732.14,126656184,126696667,chr2,+
ENSG00000136816.15,129803153,129811281,chr9,+
ENSG00000136867.10,113151030,113164137,chr9,+
ENSG00000229314.5,114323056,114326475,chr9,+
ENSG00000136874.10,99906671,99969540,chr9,+
ENSG00000136933.16,125200542,125234055,chr9,+
ENSG00000136940.13,122819940,122828631,chr9,-
ENSG00000136943.10,97032658,97039142,chr9,-
ENSG00000136960.12,119557086,119638839,chr8,-
ENSG00000136986.9,123015165,123042302,chr8,-
ENSG00000137077.7,34709005,34710124,chr9,-
ENSG00000137101.12,35609979,35618427,chr9,-
ENSG00000137133.10,35812960,35815021,chr9,-
ENSG00000137171.14,43059883,43075095,chr6,+
ENSG00000137198.9,16238580,16295549,chr6,+
ENSG00000137216.18,44126914,44155519,chr6,+
ENSG00000137221.14,43477569,43506556,chr6,+
ENSG00000137273.3,1390412,1395597,chr6,+
ENSG00000137285.9,3224283,3227735,chr6,-
ENSG00000137331.11,30743199,30744548,chr6,-
ENSG00000213780.10,30908221,30914106,chr6,+
ENSG00000137392.9,35794982,35797311,chr6,-
ENSG00000137393.9,18387350,18466110,chr6,+
ENSG00000204642.13,29723427,29727296,chr6,+
ENSG00000137414.5,17600355,17611719,chr6,+
ENSG00000137434.11,10671422,10694609,chr6,-
ENSG00000137441.7,15960243,15963236,chr4,-
ENSG00000137492.7,76349956,76380971,chr11,-
ENSG00000137504.13,85659708,85664189,chr11,-
ENSG00000137561.4,63060779,63086049,chr8,-
ENSG00000137563.11,63015079,63038801,chr8,-
ENSG00000137571.10,69671564,69835064,chr8,-
ENSG00000137573.13,69466817,69660055,chr8,+
ENSG00000137574.10,55773470,55825446,chr8,+
ENSG00000137575.11,58553261,58582860,chr8,+
ENSG00000137656.11,116748170,116772988,chr11,-
ENSG00000137673.8,102520508,102530750,chr11,-
ENSG00000137675.4,102691487,102705806,chr11,-
ENSG00000137692.11,103062079,103092189,chr11,-
ENSG00000137767.13,45634740,45691294,chr15,+
ENSG00000137770.13,44427622,44526177,chr15,+
ENSG00000137801.10,39581079,39597459,chr15,+
ENSG00000137806.8,41387349,41402459,chr15,-
ENSG00000137807.13,69414349,69448427,chr15,+
ENSG00000137814.10,42548838,42567096,chr15,+
ENSG00000137818.11,69452819,69455546,chr15,+
ENSG00000137842.6,43133719,43185117,chr15,+
ENSG00000137843.11,40239870,40277368,chr15,+
ENSG00000137845.14,58595394,58749791,chr15,-
ENSG00000137875.4,52109263,52112775,chr15,-
ENSG00000138587.5,56428731,56465137,chr15,-
ENSG00000137936.16,93561791,93681829,chr1,-
ENSG00000137941.16,83868940,83999092,chr1,-
ENSG00000137944.17,88935773,88992772,chr1,-
ENSG00000137962.12,94172601,94237633,chr1,-
ENSG00000137996.12,100266216,100291771,chr1,+
ENSG00000138018.17,26346114,26391014,chr2,+
ENSG00000138030.12,27086747,27099969,chr2,+
ENSG00000138030.12,27086747,27099969,chr2,+
ENSG00000138036.18,43774049,43810010,chr2,+
ENSG00000138071.13,65227833,65269105,chr2,+
ENSG00000138073.13,27130756,27134675,chr2,-
ENSG00000138075.11,43812843,43838865,chr2,-
ENSG00000138079.13,44275464,44320821,chr2,+
ENSG00000138092.10,24793445,24819891,chr2,+
ENSG00000138109.9,94938658,94989390,chr10,+
ENSG00000138131.3,98247690,98268250,chr10,-
ENSG00000138160.5,92593286,92655395,chr10,+
ENSG00000138172.10,103446789,103452402,chr10,-
ENSG00000138175.8,102676666,102714407,chr10,-
ENSG00000138182.14,89701610,89774939,chr10,+
ENSG00000138231.12,138161012,138174949,chr3,-
ENSG00000138246.15,132417526,132539032,chr3,+
ENSG00000138376.10,214728538,214809687,chr2,-
ENSG00000138381.9,189661459,189670831,chr2,+
ENSG00000138435.15,174747592,174764472,chr2,-
ENSG00000138442.9,202880601,202912213,chr2,-
ENSG00000138443.15,203328282,203427569,chr2,+
ENSG00000138443.15,203328391,203427569,chr2,+
ENSG00000138448.11,186590065,186680897,chr2,+
ENSG00000138449.10,189560579,189580783,chr2,-
ENSG00000138459.8,112562047,112584156,chr3,+
ENSG00000144810.15,99638596,99796167,chr3,+
ENSG00000138463.8,122795084,122879912,chr3,+
ENSG00000138472.10,108907792,108953895,chr3,-
ENSG00000084463.7,14786478,14803571,chr12,-
ENSG00000048540.14,16551045,16605379,chr12,-
ENSG00000029153.14,27332920,27420590,chr12,+
ENSG00000072657.8,72272527,72664135,chr12,+
ENSG00000187109.13,76047596,76084731,chr12,-
ENSG00000064102.14,26905181,26937972,chr12,-
ENSG00000060982.14,24814803,24949086,chr12,-
ENSG00000111713.2,21536189,21604847,chr12,-
ENSG00000111728.10,22200999,22334714,chr12,-
ENSG00000111052.7,80797407,80937780,chr12,-
ENSG00000067715.13,78864812,79452008,chr12,+
ENSG00000084110.10,95973346,95996344,chr12,-
ENSG00000059758.7,96278553,96400480,chr12,-
ENSG00000057704.12,94569539,94650562,chr12,-
ENSG00000090376.10,66189195,66248640,chr12,+
ENSG00000020426.10,60734773,60968678,chr14,+
ENSG00000050130.17,59484528,59504705,chr14,+
ENSG00000126814.6,60975011,60981113,chr14,-
ENSG00000047621.11,4489415,4538443,chr12,-
ENSG00000080371.5,71754874,71786597,chr12,+
ENSG00000090382.6,69348384,69354234,chr12,+
ENSG00000101670.11,49562060,49591172,chr18,+
ENSG00000088451.10,94574051,94596257,chr13,-
ENSG00000054983.16,87933014,87993170,chr14,-
ENSG00000089220.4,118136027,118145109,chr12,+
ENSG00000089220.4,118136027,118145584,chr12,+
ENSG00000075643.5,36187519,36268715,chr18,+
ENSG00000172466.15,35337213,35344456,chr18,-
ENSG00000070018.8,12120621,12267012,chr12,-
ENSG00000119801.12,30146963,30159551,chr2,+
ENSG00000113368.11,126777148,126837020,chr5,+
ENSG00000122254.6,22814177,22916338,chr16,+
ENSG00000103489.11,17102329,17470881,chr16,-
ENSG00000011638.10,21158679,21180609,chr16,+
ENSG00000069248.11,229441300,229508341,chr1,-
ENSG00000110880.10,108645109,108731526,chr12,-
ENSG00000111684.10,6976186,7018477,chr12,-
ENSG00000113163.15,75374158,75511629,chr5,-
ENSG00000049860.13,74685196,74721272,chr5,+
ENSG00000078140.13,39698139,39778633,chr4,+
ENSG00000109787.12,38664197,38697635,chr4,+
ENSG00000009307.15,114717295,114757969,chr1,-
ENSG00000118729.11,115700007,115768781,chr1,-
ENSG00000065600.12,212364476,212414901,chr1,-
ENSG00000054392.12,210328906,210676056,chr1,+
ENSG00000066027.11,212285537,212361863,chr1,+
ENSG00000082512.14,211326833,211374946,chr1,+
ENSG00000100902.10,35292393,35317478,chr14,+
ENSG00000129625.12,112878577,112921997,chr5,-
ENSG00000112893.9,109689366,109867173,chr5,+
ENSG00000124422.11,21002686,21043039,chr17,-
ENSG00000108641.14,19343170,19362733,chr17,-
ENSG00000052802.12,165327721,165343160,chr4,+
ENSG00000128915.11,60423121,60479160,chr15,-
ENSG00000089916.17,76151916,76202788,chr14,+
ENSG00000009830.11,77276991,77320884,chr14,-
ENSG00000101752.11,21741320,21865366,chr18,+
ENSG00000070269.13,56579793,56648094,chr14,+
ENSG00000053770.11,57269026,57290074,chr14,+
ENSG00000118620.12,21020657,21058446,chr19,+
ENSG00000083093.9,23603170,23641310,chr16,-
ENSG00000046604.12,31498220,31547306,chr18,+
ENSG00000101746.15,33852450,34223471,chr18,-
ENSG00000134758.13,32091884,32130715,chr18,+
ENSG00000080986.12,2571565,2616635,chr18,+
ENSG00000101557.14,158557,211997,chr18,+
ENSG00000103257.8,87830023,87869488,chr16,-
ENSG00000051523.10,88643283,88651054,chr16,-
ENSG00000120805.13,101395325,101407749,chr12,-
ENSG00000006695.10,14069529,14208677,chr17,+
ENSG00000072310.16,17812073,17836987,chr17,-
ENSG00000011295.15,15999824,16028786,chr17,+
ENSG00000240505.8,16939085,16972117,chr17,-
ENSG00000111450.13,130789600,130839266,chr12,-
ENSG00000111452.12,130953907,131141469,chr12,+
ENSG00000103429.10,14632943,14668891,chr16,+
ENSG00000061936.9,131711090,131799682,chr12,+
ENSG00000072415.8,67241423,67335819,chr14,+
ENSG00000073060.15,124777633,124863917,chr12,-
ENSG00000108651.9,31863174,31901765,chr17,-
ENSG00000108578.14,30248205,30291994,chr17,-
ENSG00000064726.9,83016422,83067151,chr15,-
ENSG00000103723.12,82659285,82709859,chr15,-
ENSG00000111275.12,111766948,111809981,chr12,+
ENSG00000089248.6,112013429,112022985,chr12,+
ENSG00000111199.10,109783087,109833436,chr12,-
ENSG00000086666.18,80059690,80138379,chr15,+
ENSG00000039068.18,68737292,68835541,chr16,+
ENSG00000090861.15,70252295,70289543,chr16,-
ENSG00000113712.17,149496054,149551356,chr5,-
ENSG00000113721.13,150113842,150155872,chr5,-
ENSG00000113068.9,140245087,140303113,chr5,-
ENSG00000089053.12,121308357,121352385,chr12,-
ENSG00000036530.8,99684314,99727301,chr14,+
ENSG00000128833.12,52193414,52295798,chr15,-
ENSG00000081014.10,50908673,51005136,chr15,+
ENSG00000069956.11,52019238,52066234,chr15,+
ENSG00000138593.8,48989708,49046433,chr15,-
ENSG00000138600.9,50707577,50765808,chr15,-
ENSG00000138604.9,69160584,69272199,chr15,+
ENSG00000104133.14,44562697,44663678,chr15,-
ENSG00000104154.6,45484367,45522807,chr15,-
ENSG00000103591.12,67201673,67254736,chr15,-
ENSG00000075131.9,66336834,66356716,chr15,-
ENSG00000138615.5,65196264,65211488,chr15,-
ENSG00000103671.9,64387836,64455236,chr15,+
ENSG00000103769.9,65869491,65888084,chr15,+
ENSG00000103769.9,65869491,65887923,chr15,+
ENSG00000103642.11,63121833,63142061,chr15,+
ENSG00000129315.10,48693033,48716675,chr12,-
ENSG00000138623.9,74409961,74433955,chr15,-
ENSG00000037280.15,180601506,180649624,chr5,-
ENSG00000113194.12,176448355,176507011,chr5,+
ENSG00000074276.10,176549391,176595768,chr5,+
ENSG00000113300.11,180494447,180578353,chr5,+
ENSG00000126216.13,112485005,112588167,chr13,-
ENSG00000119707.13,73058532,73120789,chr14,+
ENSG00000140093.9,94283315,94293271,chr14,-
ENSG00000108823.15,50166009,50175931,chr17,+
ENSG00000110958.15,56663343,56688375,chr12,-
ENSG00000106511.5,15612172,15686812,chr7,-
ENSG00000118482.11,63636111,63714454,chr6,+
ENSG00000123268.8,50764078,50821122,chr12,+
ENSG00000063046.17,53006448,53042209,chr12,+
ENSG00000111481.9,54325139,54351849,chr12,+
ENSG00000108960.7,55392613,55421992,chr17,-
ENSG00000106537.7,16753535,16784536,chr7,+
ENSG00000124789.11,17615038,17706834,chr6,-
ENSG00000041353.9,54828481,54890668,chr18,+
ENSG00000104219.12,17156029,17224799,chr8,+
ENSG00000104763.18,18056455,18084148,chr8,-
ENSG00000038945.14,16108504,16192715,chr8,-
ENSG00000034239.10,48724691,48735311,chr8,-
ENSG00000104738.16,47960936,47977925,chr8,+
ENSG00000104714.13,664200,731197,chr8,-
ENSG00000036448.9,2045040,2145456,chr8,+
ENSG00000128791.11,9334767,9402420,chr18,+
ENSG00000085415.15,12948036,12985718,chr18,+
ENSG00000101745.16,9136777,9282849,chr18,+
ENSG00000087253.12,55509072,55583237,chr16,+
ENSG00000070540.12,68421282,68457513,chr17,-
ENSG00000066855.15,65644734,65710556,chr8,+
ENSG00000071991.8,66504292,66604138,chr18,-
ENSG00000175387.15,47841225,47930599,chr18,-
ENSG00000105993.14,157337004,157417439,chr7,+
ENSG00000106018.13,159030455,159144957,chr7,-
ENSG00000106615.9,151466712,151519851,chr7,-
ENSG00000082014.16,151238974,151248685,chr7,-
ENSG00000008018.8,170535117,170553341,chr6,-
ENSG00000101546.12,80034461,80046392,chr18,+
ENSG00000101544.8,80109293,80138830,chr18,+
ENSG00000121005.8,74984515,75033284,chr8,+
ENSG00000104218.14,67064368,67196263,chr8,+
ENSG00000067167.7,70573442,70608387,chr8,-
ENSG00000104537.16,123680795,123737407,chr8,-
ENSG00000086598.10,123584549,123598139,chr12,+
ENSG00000066629.16,99793413,99941537,chr14,+
ENSG00000089902.9,102592661,102730576,chr14,+
ENSG00000120162.9,27329135,27529781,chr9,-
ENSG00000105497.7,51571298,51589738,chr19,+
ENSG00000105383.14,51225098,51240015,chr19,+
ENSG00000104872.10,49446299,49451901,chr19,-
ENSG00000062716.12,59707651,59840591,chr17,+
ENSG00000068489.12,59155732,59201724,chr17,+
ENSG00000127564.16,2972791,2980476,chr16,-
ENSG00000095906.16,1782990,1789191,chr16,+
ENSG00000103363.14,2771414,2777277,chr16,-
ENSG00000007384.15,58059,72631,chr16,-
ENSG00000100726.14,1493363,1510457,chr16,+
ENSG00000103126.14,287440,352673,chr16,-
ENSG00000005156.11,34980512,35004175,chr17,+
ENSG00000116729.13,68125492,68232521,chr1,-
ENSG00000106688.11,4490444,4587263,chr9,+
ENSG00000145002.12,12424411,12436343,chr8,-
ENSG00000033011.11,5071843,5085390,chr16,+
ENSG00000102921.7,48542492,48610209,chr16,-
ENSG00000109046.14,27294114,27312887,chr17,+
ENSG00000076604.14,28744005,28750037,chr17,+
ENSG00000067596.10,43483966,43524321,chr17,+
ENSG00000004939.13,44249488,44268141,chr17,-
ENSG00000103241.6,86510527,86514413,chr16,+
ENSG00000103187.7,84565594,84618075,chr16,-
ENSG00000064270.12,84368527,84464000,chr16,+
ENSG00000103150.5,83899126,83916171,chr16,+
ENSG00000108854.15,64545365,64661912,chr17,-
ENSG00000065325.12,9825904,9892102,chr17,+
ENSG00000023318.7,99982491,100099040,chr9,-
ENSG00000119509.12,100099256,100300788,chr9,+
ENSG00000119509.12,100099256,100301000,chr9,+
ENSG00000101003.9,25407727,25448555,chr20,+
ENSG00000113396.12,128965517,129033631,chr5,+
ENSG00000138829.11,128257909,128538223,chr5,-
ENSG00000108523.15,4940100,4945172,chr17,+
ENSG00000070761.7,58113588,58129371,chr16,-
ENSG00000088682.13,57447482,57461275,chr16,+
ENSG00000125851.9,17227056,17482287,chr20,+
ENSG00000089091.16,18383367,18467126,chr20,-
ENSG00000106554.11,132784868,133082082,chr7,-
ENSG00000161016.17,144789769,144792420,chr8,-
ENSG00000101134.11,54475718,54651171,chr20,+
ENSG00000124120.10,44475920,44490072,chr20,+
ENSG00000109062.11,74748613,74769353,chr17,+
ENSG00000124302.12,33684528,33773509,chr19,+
ENSG00000105711.11,35030733,35040449,chr19,+
ENSG00000126254.11,35629049,35637655,chr19,+
ENSG00000124333.15,155881358,155943769,chrX,+
ENSG00000105173.13,29811898,29823830,chr19,+
ENSG00000104331.8,56962706,56993360,chr8,-
ENSG00000104388.14,60517181,60621994,chr8,+
ENSG00000104388.14,60517181,60620938,chr8,+
ENSG00000078747.14,34363295,34510505,chr20,+
ENSG00000129474.15,22971815,22982642,chr14,-
ENSG00000129566.12,20368181,20413429,chr14,-
ENSG00000077942.18,45502883,45563362,chr22,+
ENSG00000117461.14,46042641,46132616,chr1,-
ENSG00000117450.13,45511051,45521867,chr1,-
ENSG00000117450.13,45511227,45521867,chr1,-
ENSG00000124429.17,85279242,85379743,chrX,-
ENSG00000035862.12,78852981,78925387,chr17,-
ENSG00000108679.12,78971256,78979947,chr17,-
ENSG00000005007.12,18831938,18868229,chr19,+
ENSG00000105650.21,18210543,18226475,chr19,-
ENSG00000105669.13,18899514,18919397,chr19,-
ENSG00000183943.5,3607875,3713608,chrX,-
ENSG00000083750.12,55717749,55758774,chrX,+
ENSG00000101347.8,36892693,36951843,chr20,-
ENSG00000073050.11,43543312,43575618,chr19,-
ENSG00000104783.11,43766533,43781257,chr19,-
ENSG00000079462.7,42297036,42302496,chr19,-
ENSG00000085382.11,104728093,104859919,chr6,-
ENSG00000088812.17,3471040,3647008,chr20,+
ENSG00000101307.15,1564384,1588669,chr20,-
ENSG00000166997.7,100119613,100125511,chr7,+
ENSG00000105808.17,102582323,102616756,chr7,-
ENSG00000074842.7,4657545,4670370,chr19,-
ENSG00000126934.13,4090321,4124129,chr19,-
ENSG00000060558.3,3136193,3163769,chr19,+
ENSG00000142002.16,4675226,4723835,chr19,-
ENSG00000105248.15,4247079,4269090,chr19,+
ENSG00000008382.15,4343554,4360086,chr19,+
ENSG00000124207.16,49046312,49096593,chr20,+
ENSG00000109452.12,142028745,142462728,chr4,-
ENSG00000109458.8,143336887,143470977,chr4,+
ENSG00000109458.8,143336887,143469407,chr4,+
ENSG00000109424.3,140559434,140568805,chr4,-
ENSG00000103319.11,22206282,22284119,chr16,+
ENSG00000102362.15,100674491,100732123,chrX,-
ENSG00000181192.11,12068972,12121238,chr10,+
ENSG00000123240.16,13099603,13137303,chr10,+
ENSG00000107537.13,13277800,13300097,chr10,-
ENSG00000107968.9,30434141,30461832,chr10,+
ENSG00000120616.15,32268439,32347218,chr10,-
ENSG00000070366.13,2059843,2303771,chr17,-
ENSG00000108381.10,3476002,3499382,chr17,+
ENSG00000108963.17,2030159,2043424,chr17,+
ENSG00000129219.13,4807183,4823434,chr17,+
ENSG00000083807.9,58498333,58511992,chr19,-
ENSG00000064666.14,1026610,1039064,chr19,+
ENSG00000121410.11,58346854,58353499,chr19,-
ENSG00000100228.12,23145326,23162910,chr22,+
ENSG00000099956.18,23786994,23834516,chr22,+
ENSG00000065675.14,6427143,6580301,chr10,-
ENSG00000198610.10,5196835,5218949,chr10,+
ENSG00000047056.14,1056858,1132170,chr10,+
ENSG00000091664.7,22338246,22379503,chr11,+
ENSG00000116489.12,112619819,112671619,chr1,+
ENSG00000099260.10,99646193,99694368,chr1,+
ENSG00000121621.6,28020620,28108145,chr11,-
ENSG00000100084.14,19330698,19431733,chr22,-
ENSG00000100034.13,21921777,21952821,chr22,-
ENSG00000107341.4,33817567,33917721,chr9,+
ENSG00000102003.10,49187804,49200195,chrX,-
ENSG00000115091.11,113890093,113958589,chr2,+
ENSG00000088205.12,117814650,117832379,chr2,+
ENSG00000242247.10,42796502,42857294,chr22,-
ENSG00000100266.18,42869771,43015145,chr22,-
ENSG00000100372.14,40770088,40819332,chr22,-
ENSG00000100418.7,41600893,41621096,chr22,-
ENSG00000105559.11,48837097,48868632,chr19,-
ENSG00000125741.4,45552528,45584819,chr19,-
ENSG00000024422.11,47713422,47743134,chr19,+
ENSG00000087076.8,48813018,48836678,chr19,-
ENSG00000090372.14,46719511,46746480,chr19,-
ENSG00000074201.8,77616195,77637805,chr11,-
ENSG00000109991.8,57338374,57370426,chr11,+
ENSG00000086991.12,89326344,89491357,chr11,-
ENSG00000125630.15,112542465,112576299,chr2,+
ENSG00000125538.11,112829751,112836779,chr2,-
ENSG00000105402.7,47487638,47515043,chr19,-
ENSG00000074266.19,86245223,86278736,chr11,+
ENSG00000105323.16,41265079,41307087,chr19,+
ENSG00000090013.9,40447789,40465745,chr19,-
ENSG00000086544.2,40717103,40740860,chr19,+
ENSG00000099337.4,38319844,38329023,chr19,+
ENSG00000104998.3,14031748,14052926,chr19,+
ENSG00000105135.15,15114987,15125785,chr19,-
ENSG00000105058.11,16185418,16192046,chr19,+
ENSG00000074181.8,15159633,15200981,chr19,-
ENSG00000105085.10,16574907,16628204,chr19,-
ENSG00000026508.17,35139171,35230027,chr11,+
ENSG00000126583.10,53882213,53907652,chr19,+
ENSG00000023445.13,102317450,102337734,chr11,+
ENSG00000110318.13,101915015,101998030,chr11,+
ENSG00000122958.14,69124212,69172856,chr10,+
ENSG00000107719.8,70478821,70567087,chr10,+
ENSG00000084234.16,130069894,130144811,chr11,+
ENSG00000110063.8,126303752,126345749,chr11,+
ENSG00000110013.12,124635789,124673843,chr11,-
ENSG00000085760.14,55236620,55269248,chr2,-
ENSG00000115239.21,53670298,53786944,chr2,-
ENSG00000115183.14,158968671,159232659,chr2,+
ENSG00000054219.10,159803355,159904742,chr2,-
ENSG00000115267.5,162267079,162318703,chr2,-
ENSG00000078902.15,1274373,1309622,chr11,-
ENSG00000021762.19,3087379,3165354,chr11,-
ENSG00000115750.16,9843497,9934416,chr2,+
ENSG00000121440.14,73382433,73624940,chr3,-
ENSG00000077514.8,74592556,74642736,chr11,+
ENSG00000174175.16,169588849,169630112,chr1,-
ENSG00000126698.10,28200559,28233025,chr1,-
ENSG00000088179.8,119760177,119977461,chr2,+
ENSG00000116199.11,179025804,179076562,chr1,+
ENSG00000116016.13,46297402,46386696,chr2,+
ENSG00000119888.10,47369475,47387034,chr2,+
ENSG00000068784.12,45388680,45611281,chr2,-
ENSG00000078808.16,1216931,1232001,chr1,-
ENSG00000129810.14,20160791,20186206,chr3,-
ENSG00000114166.7,20040698,20154404,chr3,+
ENSG00000110455.13,44066524,44084017,chr11,+
ENSG00000083937.8,87227309,87254224,chr3,+
ENSG00000128829.11,39934146,40035590,chr15,+
ENSG00000092445.11,41559227,41579338,chr15,+
ENSG00000067369.13,43407216,43510614,chr15,-
ENSG00000103994.16,42415123,42457556,chr15,-
ENSG00000011347.9,61515449,61581148,chr11,-
ENSG00000104427.11,78666089,78717502,chr8,+
ENSG00000104432.13,78732772,78805523,chr8,-
ENSG00000115561.15,86505668,86563477,chr2,-
ENSG00000115561.15,86505444,86563477,chr2,-
ENSG00000068654.15,86026328,86105873,chr2,-
ENSG00000115523.16,85694426,85698744,chr2,+
ENSG00000118640.10,85577593,85582031,chr2,+
ENSG00000011566.14,39249278,39437065,chr2,-
ENSG00000115963.13,150468195,150487729,chr2,-
ENSG00000115145.9,152120432,152175741,chr2,-
ENSG00000115290.9,164492816,164621478,chr2,-
ENSG00000109220.10,54009789,54064690,chr4,-
ENSG00000128052.8,55078477,55125589,chr4,-
ENSG00000081320.10,196137133,196171575,chr2,-
ENSG00000121879.3,179148523,179235137,chr3,+
ENSG00000120656.11,28603101,28643005,chr1,-
ENSG00000090020.10,27100157,27154598,chr1,-
ENSG00000217555.12,66552582,66566069,chr16,+
ENSG00000102974.14,67562538,67639183,chr16,+
ENSG00000062038.13,68645301,68699036,chr16,+
ENSG00000118096.7,118544543,118566011,chr11,-
ENSG00000118096.7,118544543,118566011,chr11,-
ENSG00000110400.10,119663294,119728553,chr11,-
ENSG00000109929.9,121292771,121308633,chr11,+
ENSG00000095139.13,118572390,118602928,chr11,+
ENSG00000118094.11,118658232,118679690,chr11,-
ENSG00000076706.16,119308529,119317129,chr11,-
ENSG00000063660.8,240435671,240466358,chr2,+
ENSG00000006607.13,241356289,241494841,chr2,+
ENSG00000077044.10,233354507,233472096,chr2,+
ENSG00000115468.11,232633228,232682780,chr2,+
ENSG00000077232.17,182716272,182778523,chr2,+
ENSG00000104833.11,6494319,6502338,chr19,-
ENSG00000090674.15,7522635,7534009,chr19,+
ENSG00000125734.15,6730055,6737603,chr19,-
ENSG00000114956.19,73926875,73958959,chr2,+
ENSG00000115318.11,74533130,74553935,chr2,-
ENSG00000091409.14,172427774,172506230,chr2,+
ENSG00000128708.12,171922465,171983682,chr2,+
ENSG00000115966.16,175072254,175168206,chr2,-
ENSG00000114423.18,105658269,105869043,chr3,-
ENSG00000121957.12,108876981,108930421,chr1,+
ENSG00000128694.11,189746660,189762792,chr2,-
ENSG00000076003.4,135840443,135876426,chr2,-
ENSG00000121988.17,135200130,135531236,chr2,-
ENSG00000115866.10,135907244,135985563,chr2,-
ENSG00000018510.13,177392768,177539433,chr2,+
ENSG00000115947.13,147935263,148021565,chr2,-
ENSG00000054267.21,235167298,235328219,chr1,-
ENSG00000116962.14,235975830,236065162,chr1,-
ENSG00000115165.9,157415311,157444098,chr2,-
ENSG00000080819.6,98579442,98593648,chr3,-
ENSG00000090432.6,20499448,20508161,chr1,-
ENSG00000077549.17,19338779,19485485,chr1,-
ENSG00000128059.8,56394866,56435615,chr4,-
ENSG00000128050.8,56435749,56459664,chr4,+
ENSG00000121577.13,119642058,119660644,chr3,-
ENSG00000082701.14,119826686,120094417,chr3,-
ENSG00000113845.9,119498547,119524066,chr3,+
ENSG00000121594.11,119525363,119559602,chr3,-
ENSG00000115607.9,102418689,102452565,chr2,+
ENSG00000079257.7,158666414,158672693,chr3,-
ENSG00000003393.14,201700554,201780951,chr2,-
ENSG00000055044.10,202265765,202303666,chr2,+
ENSG00000109180.14,48831118,48861200,chr4,+
ENSG00000108953.16,1344539,1400214,chr17,-
ENSG00000138640.14,88727069,89057160,chr4,-
ENSG00000138646.8,88457117,88506163,chr4,+
ENSG00000138650.8,133149315,133191574,chr4,+
ENSG00000118231.4,208121607,208124501,chr2,-
ENSG00000114200.9,165772905,165837462,chr3,-
ENSG00000138663.8,83035201,83075818,chr4,+
ENSG00000138669.9,81086877,81215117,chr4,-
ENSG00000138670.17,81426393,81471928,chr4,-
ENSG00000138678.10,83536307,83605875,chr4,+
ENSG00000036257.12,224473910,224585397,chr2,-
ENSG00000061918.12,155759021,155807591,chr4,+
ENSG00000120251.18,157220668,157363945,chr4,+
ENSG00000115998.7,70149880,70191004,chr2,-
ENSG00000059728.10,69915109,69938578,chr2,+
ENSG00000124406.16,42412198,42657093,chr4,-
ENSG00000014824.13,41990527,42087534,chr4,+
ENSG00000093183.13,42552924,42582023,chr3,-
ENSG00000040731.10,24487100,24644978,chr5,-
ENSG00000080493.15,71187286,71572087,chr4,+
ENSG00000138686.9,121824440,121870497,chr4,-
ENSG00000117222.13,205087199,205122015,chr1,-
ENSG00000114446.4,108162271,108222435,chr3,-
ENSG00000197540.7,544034,549920,chr19,+
ENSG00000129946.10,416589,460996,chr19,-
ENSG00000070047.11,576486,612043,chr11,+
ENSG00000099864.17,709097,748329,chr19,+
ENSG00000038002.8,177431563,177442409,chr4,-
ENSG00000109674.3,177309903,177362943,chr4,+
ENSG00000115648.13,237487251,237553956,chr2,+
ENSG00000065802.11,238427004,238446960,chr2,+
ENSG00000114251.14,55465715,55487642,chr3,-
ENSG00000126351.12,40062899,40093867,chr17,+
ENSG00000108797.11,42682613,42699993,chr17,+
ENSG00000108344.14,39980797,39997960,chr17,+
ENSG00000108306.11,39260587,39401656,chr17,-
